date,reward,reward(USD),MATIC(USD),diff,diff(USD)
2021-03-02,196848308.28680435,48763977.818833105,0.24772363167980546,737183.9427586496,182617.8835162105
2021-03-03,197239019.61297143,45231158.87413306,0.2293215559623398,390711.3261670768,89598.5292487433
2021-03-04,197641429.66127664,44391873.83493858,0.22460813965482138,402410.04830521345,90384.5723282408
2021-03-05,197993052.31837994,39719386.08312124,0.2006099992804345,351622.6571033001,70539.0209884775
2021-03-06,198294978.0423385,42666335.999359466,0.215165993715936,301925.7239585519,64964.148423945204
2021-03-07,198999075.468039,42442450.68511759,0.2132796375324579,704097.4257005155,150169.64374094267
2021-03-08,199703456.61605835,42572800.58880785,0.21318008866845292,704381.1480193436,150160.03559115034
2021-03-09,200152424.08690247,43531049.1269586,0.21748949244830643,448967.4708441198,97645.70735968743
2021-03-10,200806556.92544606,59983584.83730836,0.2987132778715917,654132.8385435939,195398.1643648056
2021-03-11,201309675.7691787,58065180.68541226,0.2884371079708542,503118.84373262525,145118.14425187855
2021-03-12,201712091.01738808,82509540.80794828,0.40904608341418536,402415.24820938706,164606.38118619705
2021-03-13,202265598.20073938,83410704.59848194,0.4123820626961022,553507.1833513081,228256.4339875221
2021-03-14,202667165.43850282,85723032.42512324,0.42297444798049927,401567.23776343465,169852.68072004267
2021-03-15,203157117.6299036,78316519.92766967,0.3854972980584458,489952.1914007962,188875.2459628214
2021-03-16,203647887.47267875,80104576.39544494,0.3933484279633969,490769.84277513623,193043.5461474433
2021-03-17,204288449.9977562,76363335.84407113,0.3738015332972073,640562.5250774622,239443.25404668617
